DESCRIPTIONS,severity,severity_score
Please Complete Work as Per System.  JOURNAL VOUCHER COMPANY FILETER ADD https://docs.google.com/spreadsheets/d/1y39H3wAJLRas7ING5xIF3XkwqRVZrHQB/edit?gid=166660498#gid=166660498 ,,35
"We want some new changes in Checklist Plan.,  1. We need some fields in CL plan dashboard  2. We want search page in CL plan with some filters  but by default dashboard will display and User can switch with search icon which will be held on above right side.  As per discussion with siddarth sir and saurabh   I am attaching the photo of the discussion.    https://docs.google.com/spreadsheets/d/1bcLoOhhJsy7X2G7kS-SFwk56aPYPI7Au/edit?gid=662420810#gid=662420810",,35
Please Complete Work as Per System. Plase find the attachment for add new column in sales register report pivot.,,35
Please Complete Work as Per System.,,50
Please remove permission of Module (Accounts) of Emp Code(72088) Sonali       ,,50
Please Complete Work as Per System.please find the attachment. we want to add net rate in rate column.,,35
"Please Complete Work as Per System.  PEPL/25-26/159 Invoice srno - 20183974, user select by mistake tax - TCS@2 Pls Change to 27 C FORM, After change amount will be 432877. something and it will be Rorundoff Severity Score - 94.",94.0,35
"In journal Voucher (Production Entry) again Debit , Credit Amount not equal Problem Came . In this time Credit Side Row not Showing. Please give permanent Solution. (JSA/25-26/6222)",,50
"In journal Voucher (Production Entry)  Debit , Credit Amount not equal which entry has been done Previously need to be corrected now. I have Attached the excel Sheet in which Production  entries are mentioned in which we need to change.",,35
Item Image should be in the prints of all transactions,,50
"SKU:-328115, MRN No:- 20186864 in this batch code no :-25K 468,25K 666 kindly remove spece in these batch code .",,50
Please Complete Work as Per System.  PFA for Requirement and No need of WBS and we have deliver on 4 july to client,,50
Please Complete Work as Per System. PFA for Requirement and No need of WBS and we have to  deliver on 4 july to the client,,50
Please Complete Work as Per System.   PFA for Requirement and No need of WBS and we have to deliver on 4 july to the client,,50
Please Complete Work as Per System.  PFA for Requirement and No need of WBS and we have to deliver on 4 july to the client,,50
Please Complete Work as Per System. PFA for Requirement and No need of WBS and we have to deliver on 4 july to the client,,50
Please Complete Work as Per System. PFA for Requirement and No need of WBS and we have to deliver on 4 july to the client,,50
"SKU:-328115, MRN No:- 20186864 in this batch code no :-25K 468,25K 666 kindly remove spece in these batch code . ",,50
"In journal Voucher (Production Entry) Debit , Credit Amount not equal which entry has been done Previously. Neeed to be corrected now. I have Attached the excel Sheet in which Production entries are mentioned in which we need to change.",,35
As you have given Rate fx in Sales Invoice against Delivery Note . Please also give this option in Sales Quotation.And this will be Forwarded to all process  till last Process of Sales Done.,,50
Recruitment. 2/3 Person for ERP,,50
Testing PVT LTD me Salary generation me pay periods Apr 2025 ka data show nhi kar rha h.,,50
"In Jobwork Invoice Report of Jobwork Inward module all Invoice data are not Shown In this as discussed with Vipin & Kuldeep Araya in meeting.  (Ex. - JWI/25-26/12 , JWI/25-26/17, JWI/25-26/26,JWI/25-26/28). Its Need to be corrected all data should be Shown.",,50
Please Complete Work as Per System. TMS Admin https://docs.google.com/spreadsheets/d/1SJ00XjVQ9flmRQOAFCPQtyDn7IBuKXRs/edit?gid=1055748119#gid=1055748119,,50
Please Complete Work as Per System. Reference ticket -  2025658 i create new ticket with reference of ticket - 2025658 work is similar but Customer name is change. WBS link  -  https://docs.google.com/spreadsheets/d/16ehzhqKkou9LBt3kTO2B6f48TEb8wN0D/edit?gid=1213496374#gid=1213496374 ,,35
Please Complete Work as Per System. PEPL/25-26/166 is not getting approved Severity Score 94,94.0,50
"Please Complete Work as Per System. Pls put the Employee Code - ST075,  in all old Control plan, in Forward to Development process. ",,50
Please update sale order no in sale invoice 168 ,,35
Empoyee Code-W0008 (Dalji)This is not our employee but it's showing in Get Attendance Page,,50
test,,50
Please Complete Work as Per System.  ITEM MASTER UPLOAD UTILITY  https://docs.google.com/spreadsheets/d/16GpzhrpTQKKY0jChX3d_Sgsgj5Y-zMAh/edit?gid=1252275338#gid=1252275338,,50
Please Complete Work as Per System. PEPL/25-26/172 is not getting approved error msg - Debit Credit amount should be Equal Severity - 94,94.0,80
"Please Complete Work as Per System. FF booking  WBS link - https://docs.google.com/spreadsheets/d/1SlyQYtW8TVRxbEUB4wzTIvMsowW-pa-k/edit?gid=1119577185#gid=1119577185 ,  Excel data link - https://docs.google.com/spreadsheets/d/193geplznkVnCwD6AAssxHcKsNZsijj9S/edit?gid=1589670076#gid=1589670076",,50
 Salary is not generating for the month of April . Please check for Employee (SIPL22 -Govind),,50
Data is not showing in Additional  Employee Master  of Employee (EMP08) Trupti .Kindly Check,,35
Data is not showing in Additional employee Master of Employee Code TRUPTI (EMP08),,35
Please Complete Work as Per System. Customer code - 1508 isme jo contact person hai Rutul unki email id 34 character ki thi but front se 27 character ki kardi hai so pls put the impact in backend for 27 character in emial id of rurtul ,,50
Please Complete Work as Per System. CUSTOMER MASTER UPLOAD UTITLITY https://docs.google.com/spreadsheets/d/1uG9bpGgskUK82Llk5-fGmDQI9qY2kcfw/edit?gid=1513448212#gid=1513448212,,50
Please Complete Work as Per System. form name :Clearance  description: new form design,,50
Please Complete Work as Per System. Leads form me jo grids hai wahi export excel me aani chaiye abhi sara data export to excel me nhi aara hai,,50
"Please Complete Work as Per System.  description:  ""I want to design a Help Popup that includes video, audio, and content.""",,50
Please Complete Work as Per System.  In stock ledger 2 report check if functionality modify for get all sgroup data in report.,,50
"Please Complete Work as Per System.  Gate Entry No. - GE/25-26/861 ,Delivery Challan No. - JWMS/25-26/71 ,Item Display Name - CNC-120  GT-01 Party Name - Bharat Auto Industries PFA in inward note consume item is not showing may be Delivery chalan sent item  uom not showing that's why is not showing pls check and provide the consume item in inward note severity score 94",94.0,50
"In GL TRIAL HIERARCHY when We Export Data in excel , Report Name , Financial Year ,From Date , To Date  Should Show us in the excel Sheet in the above as you have Given in the Print Option.",,50
Please Remove - in this batch code K-3106.,,50
Please Complete Work as Per System.,,50
Please Remove Space in this batch code K 0906.,,50
"Please Complete Work as Per System.   Final Account Set up requires all Schedule,  Account Group & GL mapping, PFA",,50
Please Complete Work as Per System. Sales Bill must be send to customer through whatsapp msg,,50
Please Complete Work as Per System. Functional server is not responding it's work only 5 min after some time nothing data to show on refresh the url only loader running pls do needful our work is  pending due to this error severity score 94,94.0,80
"Please Complete Work as Per System.  Material Receipt Note MRN,  Employee code - ST070 par mrn create new pe disabled aara h  but permission already hai mrn ki  to disabled ku aara hai   user id - Nagar Password - 123",,50
Please Complete Work as Per System.  Pls remove permission of purchase module to the employee code - 09478 ,,50
"In production ID of Vanshika Ji, while assigning permission for Sales and Purchase FMS Pivot report system says ""Record has been cancelled""",,50
Kindly plan the checklist to employees as per given excel. From Date 01-07-2025 - To 31-07-2025 If there is any query kindly let me know.,,50
"In Search bar while typing something, there must be an option to select the results using Keyboards.",,50
Please Complete Work as Per System.,,50
Please Complete Work as Per System. Nature of Group           Add new column Parent(NG),,35
Please Complete Work as Per System. Account of Group           Add new column Parent(AG),,35
Please Complete Work as Per System. General Ledger          Add new column Parent(GL),,35
"Please Complete Work as Per System.  Reporting tool  Options   1.Report viewer  2.SRS  3.Any other source    Also use in print,Drill down functionality, dynamic data set enable",,90
"Please Complete Work as Per System. description:  ""In an ERP system, there will be a landing page that displays various plans, such as Gold and Premium.""",,50
Please Complete Work as Per System. FY WISE ITEM OPENING UPDATE is not working on Functional server pls check and do needful for us,,90
Please Complete Work as Per System. (PFA) Pls create voucher for supplier order -   1 RAW MATERIAL PURCHASE - DD  2 RAW MATERIAL PURCHASE - SN  3 RAW MATERIAL PURCHASE IMPORT - DD  4 RAW MATERIAL PURCHASE IMPORT - SN  5 PACKING MATERIAL PURCHASE - DD  6 PACKING MATERIAL PURCHASE - SN  7 ELECTRIC MATERIAL  8 STORES & SPARES  9 FIXED ASSETS  10 GENERAL PURCHASE/EXPENSES,,50
Please Complete Work as Per System. PFA pls create voucher for Sales Invoice against delivery note -  1 TENDER  2 JOB WORK  3 BRAND  4 SCRAPE/MISC/NGO  5 EXPORT  6 TRANSFER MEMO  ,,50
"Please Complete Work as Per System. PFA, JWI/25-26/983 e-invoice generate karne par duplicate inr number aara h pls update",,35
Please Complete Work as Per System. Design a new website for KK Metals,,50
(72365) Give this Employee Code to Employee Name (Ajit Kumar Ray) Father's Name - Kapil Dev,,50
Please Complete Work as Per System. Description   Duplicate Of  production plan  Add new option in existing form,,35
Please Update the Opening Stock  in Adorn it on dated 01.04.2025 as per mail I have send to you.,,35
In Sales Quotation we are not able to edit item rate  due to which Taxable Amount and GST Amount are Showing Wrong as per discuss with Shashi Sir. Please Give as permission to edit Rate.,,50
"In MRN Register PO , When we export data in Excel sheet directly without search when CGST amount column not showing. Please Add this Column. ",,35
Please Complete Work as Per System. Sales enquiry FMS1 is not matching with Sq Summary report for example june month data search of Customer tubes india it's also showing july month quotation in Sales enquiry FMS1 and SQ summary showing only june month data pls resolve as soon as possible,,50
Please Complete Work as Per System. PFA for inward challan form is not opening there is a page error pls resolve,,80
Need HSN Change in Item Master.  Item Name : SAP  Current HSN : 3906  Change HSN : 39069090,,35
Please Complete Work as Per System. PFA for Uploading the Employee master data for Sekhani Industries Pvt. Ltd. Entity id - 2001,,50
"In sub ledger report, I am unable to open transactions, only view option is there. Example if there is any JV or supplier bill in sub ledger report, i am unable to open that from report instead to open that i have to go to respective form and then choose respective entry and then it will open",,80
"Please Complete Work as Per System.  description:  ""form design item Production plan """,,50
CANCEL THIS MRN NO:201816028 FROM BACKEND  . WE ARE UNABLE TO DO IT FROM FRONTEND,,80
"While making control plan, QC parameters and sub parameters are not getting populated.  ",,50
CANCEL THIS MRN NO:201815950 FROM BACKEND . WE ARE UNABLE TO DO IT FROM FRONTEND. I HAVE TAKEN APPROVAL FROM MD SIR ,,80
"Post entry of lead in ""LEADS CUSTOMER NAME"" data is showing in ""Customer Name""",,50
While making Control Plan in Item section when selecting process system does not end loading,,50
